Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,EmailAddress,Username,Password,TelephoneNumber,MothersMaiden,Birthday,CCType,CCNumber,CVV2,CCExpires,NationalID,UPS,Color,Occupation,Company,Vehicle,Domain,BloodType,Pounds,Kilograms,FeetInches,Centimeters,GUID,Latitude,Longitude
1410,female,Hobbit,Mrs.,Rosamunda,G,Burrows,40 Stamathioudaki Street,Tochni,LA,Larnaca,7740,CY,Cyprus (Anglicized),RosamundaBurrows@armyspy.com,Cothy1991,hui4aiTh7boo,24 856723,Puddifoot,8/8/1991,Visa,4929808194774630,202,2/2017,,1Z 761 976 34 8009 232 0,Orange,Highway maintenance worker,Modern Architecture Design,2005 Maybach 62,HolisticDigest.com.cy,A+,138.4,62.9,3' 10",116,e9f99749-d1f1-41de-93d8-e989fb5261ad,41.38333,-72.977142
1411,male,Hobbit,Mr.,Jolly,N,Sandheaver,116 Ragley Street,Nihotupu,,Waitakere,0604,NZ,New Zealand,JollySandheaver@armyspy.com,Forneved,fohH5Wa0me,(021) 0152-845,Fairbairn,2/1/1939,Visa,4532175172320813,003,5/2018,,1Z 57A 938 06 8393 403 6,Blue,Surgeons,Sunny's Surplus,2001 Daewoo Kalos,ReligiousCounselor.co.nz,A+,103.8,47.2,2' 5",73,7e83d5a9-b50e-41bd-a896-5bbb153d10d8,-36.930958,174.74598
1412,male,Hobbit,Mr.,Holfast,A,Galbassi,Ernst Engs veg 222,KONGSVINGER,,,2208,NO,Norway,HolfastGalbassi@armyspy.com,Theyony44,set0Ar4Gosh,425 36 713,Underhill,5/5/1944,Visa,4539936110242960,949,5/2020,,1Z E71 875 41 2803 342 5,Blue,Log grader,Unity Frankford Stores,1998 Volkswagen Golf,RetirementTrips.no,B+,126.3,57.4,2' 2",66,bc35d3d0-3aa9-4741-8c6d-a31a9123ede8,60.095309,11.927376
1413,female,Hobbit,Mrs.,Pansy,T,Fairbairn,Κλεομένους 88,∆ΕΝΕΙΑ,NI,Λευκωσία,2675,CY,Cyprus (Greek),PansyFairbairn@superrito.com,Mandearer,ThiTaeng3Ah,22 492662,Bolger-Baggins,6/3/1985,MasterCard,5102797464591905,376,3/2019,,1Z 403 780 47 6346 886 2,Blue,Geographer,Erol's,2010 Aston Martin One-77,MaleMinds.com.cy,O+,136.4,62.0,2' 4",70,a2874a1a-d9bb-48e0-858e-957ba62f419b,41.383812,-72.985096
1414,male,Hobbit,Mr.,Merry,D,Chubb,383 Bridgeport Rd,Ancaster,ON,Ontario,L9G 2C1,CA,Canada,MerryChubb@jourrapide.com,Forall85,ohzookoi8A,905-648-9080,Longhole,3/21/1985,MasterCard,5162699131009708,612,1/2019,621 872 274,1Z 291 4F2 64 3847 146 8,Blue,Manufacturers,Lafayette Radio,2012 Nissan Note,ImDemand.ca,O-,121.4,55.2,3' 9",115,4a7aa99b-fc35-4298-8adc-4e1dd56c7c26,43.201781,-80.060873
1415,male,Hobbit,Mr.,Marmadoc,P,Lightfoot,27 City Walls Rd,CLOUGHTON NEWLANDS,,,YO13 8QH,GB,United Kingdom,MarmadocLightfoot@rhyta.com,Himmem,ahK4ru2eey,078 3744 9073,Greenhand,2/3/1938,MasterCard,5497913471076706,706,6/2018,RC 45 89 88 A,1Z 5W9 11F 83 1017 803 1,Brown,Clerk,Morrison's Cafeteria,1998 Ford Puma,KillerClubs.co.uk,A+,147.6,67.1,2' 2",66,0ead9481-3115-4631-96a4-7db1463bd0f6,53.974746,-0.308624
1416,female,Hobbit,Dr.,Regina,G,Lothran,Unioninkatu 76,KARSTULA,CF,Central Finland,43500,FI,Finland,ReginaLothran@dayrep.com,Chattent,eiv4Thoo3t,041 465 3854,Longhole,1/22/1981,MasterCard,5168509468562787,813,9/2019,220181-234E,1Z A64 399 07 1425 922 6,Green,Weathercaster,Exact Solutions,1999 Mitsubishi SUW,NotebookSwap.fi,O+,115.3,52.4,2' 9",85,975b52b8-0913-4d47-bd3f-e916e3405feb,62.807493,24.81939
1417,female,Hobbit,Mrs.,Pandora,G,Sackville-Baggins,270 Xanthoudidou Street,Egkomi,NI,Nicosia,2410,CY,Cyprus (Anglicized),PandoraSackville-Baggins@rhyta.com,Pladery,ASaiy6aich,99 509326,Brown,5/4/1994,Visa,4539464800457772,391,3/2019,,1Z 691 8V1 88 8693 662 4,Blue,Sampler,Parts and Pieces,2007 Dodge Charger RT Concept,GotLocator.com.cy,O+,138.6,63.0,3' 1",94,049be569-fd8d-46e3-b974-47430461e816,41.32119,-73.007977
1418,male,Hobbit,Mr.,Marco,M,Longhole,Kolodvorska 27,Ljubljana,,,1527,SI,Slovenia,MarcoLonghole@einrot.com,Sith1941,eekie2Ahn0s,041-569-066,Twofoot,8/30/1941,Visa,4485946007581622,320,6/2020,,1Z 163 530 92 3080 534 5,Orange,Gaming services,Parade of Shoes,2011 Buick Enclave,StreamDVDs.si,A+,123.2,56.0,2' 6",75,fe89ebd8-1118-4ce6-9121-917846545532,46.076841,14.44492
1419,female,Hobbit,Mrs.,Diamanda,P,Gawkroger,Torvvägen 33,EKENÄSSJÖN,,,574 56,SE,Sweden,DiamandaGawkroger@teleworm.us,Cuse1930,koqu7jaeSo,0383-7932680,Took,7/23/1930,Visa,4916364107613650,263,10/2019,300723-4382,1Z 542 506 42 1823 217 4,Purple,Bench jeweler,Matrix Interior Design,1998 Tatra T700,MoralBuilder.se,O+,149.6,68.0,2' 4",71,d44fcfea-1122-4dce-8e33-2732707c0264,57.522107,15.047004
1420,female,Hobbit,Mrs.,Asphodel,W,Button,Ranna 86,Sirgala,IV,Ida-Virumaa,32102,EE,Estonia,AsphodelButton@dayrep.com,Owithed59,eeF6wo2hohy,397 0923,Proudfoot,8/4/1959,MasterCard,5350806721893365,304,5/2020,,1Z 57V 3F0 74 4309 691 8,Brown,Publication assistant,Mansmann's Department Store,1998 Dodge Intrepid,QuizMinds.com.ee,B+,100.1,45.5,3' 7",110,5889ce38-7b66-4acf-9af5-1f528db776e6,59.235216,27.86301
1421,female,Hobbit,Ms.,Mantissa,O,Diggle,Juurdepääsu 73,Esivere,LN,Läänemaa,90104,EE,Estonia,MantissaDiggle@jourrapide.com,Swer1954,aiKaici9,476 2715,Lightfoot,1/10/1954,Visa,4556008011590075,762,1/2017,,1Z E58 181 75 4747 055 4,Blue,Risk and insurance manager,S&W Cafeteria,2005 Saleen S7,TennisScoop.com.ee,O+,108.0,49.1,3' 5",103,df127821-6065-4be8-be98-03b8401321f6,58.898494,23.551032
1422,male,Hobbit,Mr.,Nick,D,Headstrong,Όθωνος 271,ΣΩΤΗΡΑ,LI,Λεμεσός,4633,CY,Cyprus (Greek),NickHeadstrong@armyspy.com,Agettle,Roopohbei9ie,25 764486,Sackville,2/3/1957,Visa,4485289772211848,731,12/2017,,1Z 61Y 357 77 6634 087 4,Black,Medical writer,Lazysize,1993 Mazda 626,AffordableAppraisers.com.cy,O+,114.6,52.1,3' 5",105,f33d465e-79d1-43ed-8a05-2a74469fa2d8,41.238314,-72.88378
1423,male,Hobbit,Mr.,Robin,P,Tunnelly,Neubertbogen 43,Roggwil,,,4914,CH,Switzerland,RobinTunnelly@einrot.com,Aled1954,Guch9Xoo1,062 845 42 40,Brockhouse,2/10/1954,Visa,4716002250724377,666,1/2018,,1Z 999 308 27 5789 372 1,Silver,Management analyst,Susie's Casuals,1993 Nissan Sunny,AutomobileAir.ch,AB+,147.2,66.9,2' 3",69,2c95632a-7693-4b1a-ae1e-73c60b1ff062,47.149624,7.764709
1424,female,Hobbit,Mrs.,Bertha,H,Lightfoot,Norrbyvägen 70,KUSTAVI,VS,Varsinais-Suomi,23360,FI,Finland,BerthaLightfoot@einrot.com,Willogese79,Ezaqu6ahre,040 899 7933,Whitfoot,3/15/1979,MasterCard,5165534068667938,635,1/2018,150379-504R,1Z 157 4F2 12 8623 322 8,Purple,Electrotyper,Techo Solutions,1998 Peugeot 406,MedicalGenie.fi,AB+,128.5,58.4,3' 3",99,6335a793-8b05-4f30-9040-81d5b4ff8b3b,60.513285,21.389829
1425,female,Hobbit,Ms.,Savanna,I,Burrowes,32 Rue de Kairouan,Cite Chahed 2,52,Governorate Monastir,5050,TN,Tunisia,SavannaBurrowes@rhyta.com,Ounted,quai8Jah,73 149 519,Goold,7/27/1971,Visa,4532291096966506,230,1/2018,,1Z 711 728 41 0332 597 8,Green,Telemarketer,Red Bears Tavern,2010 Volkswagen CC,ClinicalStats.tn,B+,104.1,47.3,3' 10",117,a333c794-8b22-4334-85a0-fdb1d81dd9c1,36.879167,10.146432
1426,male,Hobbit,Mr.,Conrad,P,Gawkroger,3584 Dundas St,London,ON,Ontario,N6B 3L5,CA,Canada,ConradGawkroger@dayrep.com,Thowelf,ur3Moom1ae,519-871-7956,Took-Took,2/27/1953,Visa,4929111896109084,721,11/2016,194 684 080,1Z 387 550 65 0204 041 2,Yellow,Security and fire alarm systems installer,Affinity Investment Group,1998 Rover 600,AgeScout.ca,O+,147.6,67.1,3' 6",107,28594b30-545d-41b0-9f89-85d88c4721bd,42.988344,-81.16645
1427,female,Hobbit,Mrs.,Gerda,F,Sackville-Baggins,Meester Thorbeckestraat 136,Tiel,GE,Gelderland,4001 CE,NL,Netherlands,GerdaSackville-Baggins@cuvox.de,Felf1992,ahm7ucohm1O,06-39368590,Gaukrogers,8/5/1992,MasterCard,5477340159097099,137,5/2017,,1Z 673 W77 96 5217 908 1,Orange,Physical meteorologist,Beaver Lumber,2009 Renault Trafic,LittleRockTutoring.nl,O+,121.4,55.2,3' 0",92,918a438a-7ad9-4efd-9922-00136ef0c200,51.868164,5.482117
1428,male,Hobbit,Mr.,Porro,E,Goold,Via Paolo Gaidano 75,Invillino,UD,Udine,33029,IT,Italy,PorroGoold@rhyta.com,Fropecter,Xeigh5taing3,0337 4848039,Mugwort,7/26/1965,MasterCard,5106390691084575,973,11/2016,LY86100383,1Z 377 657 13 7655 326 9,Black,Electronic technician,Grand Union,2004 Honda Avancier,BicycleHat.it,B+,120.1,54.6,3' 4",101,3ccd6ae5-6c80-42db-b7d7-e8cd03856af8,46.408664,12.999026
1429,male,Hobbit,Dr.,Tolman,M,Zaragamba,Ilichova 21,Ljubljana,,,1535,SI,Slovenia,TolmanZaragamba@teleworm.us,Sionsity,ehia0iB5ai,041-118-406,Sandyman,8/18/1939,MasterCard,5365980339957483,214,2/2017,,1Z V45 E90 90 5629 931 7,Blue,Fork lift driver,Joshua Doore,2012 Renault Twingo,NewportRanch.si,AB+,112.9,51.3,2' 0",62,a2c05300-ec4f-4ea8-8acb-f5eecaecee83,46.121641,14.612994
1430,female,Hobbit,Ms.,Mirabella,S,Boffin,Ránargata 99,Kópasker,,,670,IS,Iceland,MirabellaBoffin@fleckens.hu,Parily,aeMeek6de,470 2308,Took,4/11/1957,Visa,4716229167782707,449,2/2019,,1Z 687 543 14 9298 957 8,Blue,Security guard,Thorofare,1997 Nissan Trailrunner,SpringTrainer.is,B+,109.8,49.9,3' 1",93,7277e661-4403-450a-bb7e-8627fb36bc2d,66.414165,-15.980573
1431,male,Hobbit,Mr.,Andwise,M,Diggle,4 A. Diakou Street,Tera,PA,Paphos,8729,CY,Cyprus (Anglicized),AndwiseDiggle@rhyta.com,Fersuche,Yiex3eeKae,26 981354,Gaukrogers,1/16/1963,Visa,4532976750899825,018,9/2020,,1Z 528 057 95 6850 319 2,Blue,Front-end mechanic,WWW Realty,2006 Mercedes-Benz SLK,TVFolio.com.cy,O+,149.4,67.9,2' 4",70,77b13f48-4c9c-4df9-915b-0601ee716e4d,41.369616,-72.896884
1432,male,Hobbit,Mr.,Wilibald,D,Grubb,Plazuela do Porto 18,Terradillos,SA,Salamanca,37893,ES,Spain,WilibaldGrubb@dayrep.com,Ores1931,ieb3boLie,782 652 623,Roper,2/4/1931,Visa,4929335332547942,102,8/2019,,1Z 792 733 86 1374 647 1,Blue,Surgeon,Netstars Matrix Design,1995 SsangYong Musso,ExactWorth.es,O-,117.0,53.2,4' 0",121,7fb93f2f-d192-469d-b377-da7a438ecb55,40.887666,-5.371938
1433,male,Hobbit,Mr.,Isembold,D,Bracegirdle,Drève des Bouleaux 358,Engis,WLG,Liège,4480,BE,Belgium,IsemboldBracegirdle@cuvox.de,Whathim,eiRee3ah,0497 64 10 81,Sackville-Baggins,9/19/1932,Visa,4929587616659161,372,8/2016,,1Z 439 288 92 6708 209 5,Green,Sprinklerfitter,Netaid,2010 Renault Logan,FuelPlants.be,B+,146.7,66.7,3' 11",119,18f2023f-3949-473a-b11b-d239364e5604,50.669704,5.413081
1434,male,Hobbit,Mr.,Gormadoc,Y,Longhole,Příkopy 753,Ústí nad Orlicí 6,PA,Pardubický kraj,562 06,CZ,Czech Republic,GormadocLonghole@teleworm.us,Alwainter,Een6ukeeth,771 994 405,Brownlock,5/2/1967,MasterCard,5133811827885780,804,9/2019,,1Z 338 471 40 0465 431 7,Brown,Geological engineer,Record Town,1992 Ford Tempo,AlternativeRocker.cz,O+,131.8,59.9,2' 9",85,a38e72ce-493a-44ff-b890-291529bb4cb5,49.902301,16.414431
1435,male,Hobbit,Mr.,Ranugad,A,Baggins,15 Stamathioudaki Street,Trachoni,LI,Limassol,4651,CY,Cyprus (Anglicized),RanugadBaggins@gustr.com,Lowitood78,ko9Bahsh,97 430479,Grubb,7/7/1978,MasterCard,5215919175601393,119,6/2019,,1Z 779 816 12 8813 189 3,Blue,Violin repairer,Thompson,1995 Fiat Vivace,JuiceSearch.com.cy,A+,146.7,66.7,4' 0",121,115934e7-ad18-4e20-a73d-7c323b9b1d9f,41.334273,-72.893456
1436,male,Hobbit,Mr.,Déagol,P,Hornblower,159 Hay Street,Stepheyville,,Nelson,7010,NZ,New Zealand,DeagolHornblower@gustr.com,Bectise61,Fae6PaeJaiSh,(021) 2904-529,Whitfoot,6/21/1961,MasterCard,5366634107117213,765,8/2018,,1Z 023 E13 00 3812 039 4,Blue,Forging machine setter,Choices,2007 Toyota Highlander,TacomaAutomobile.co.nz,A+,136.8,62.2,2' 5",73,2f8e060e-4e5e-4177-94a1-aafc31020542,-41.327248,173.367661
1437,female,Hobbit,Ms.,Goldilocks,T,Brockhouse,39 Spring Creek Road,LABERTOUCHE,VIC,Victoria,3816,AU,Australia,GoldilocksBrockhouse@cuvox.de,Usat1980,Heal9Iehaa,(03) 5336 3812,Goold,4/23/1980,MasterCard,5444958198968713,123,5/2018,,1Z 946 485 06 4886 197 3,Green,Financial clerk,Bold Ideas,1993 Zastava 65,DogMakeup.com.au,B+,104.7,47.6,2' 11",89,1b23a4a9-ad1d-47c8-b8d2-38a86565087e,-37.965385,145.915611
1438,male,Hobbit,Mr.,Banazir,T,Noakes,Hökgatan 18,APLARED,,,510 53,SE,Sweden,BanazirNoakes@cuvox.de,Jobill,Phac6aiw7ie,033-6717516,Banks,5/7/1930,Visa,4532515371093903,566,2/2017,300507-8815,1Z 975 494 93 2191 647 4,Blue,Pesticide vegetation,Nobil,2002 Renault Kangoo,JewelryMobile.se,A+,102.7,46.7,3' 5",104,3e92176e-cfe8-423b-8ec0-19e9e9eb9efa,57.632482,13.187704
1439,male,Hobbit,Mr.,Rudibert,D,Sackville,Via Acrone 93,Pozzengo,AL,Alessandria,15020,IT,Italy,RudibertSackville@gustr.com,Opeashom,zaec0Aec,0328 2703360,Took-Took,5/25/1971,MasterCard,5271040691768516,410,11/2016,GY74952903,1Z 9F1 A43 03 2837 765 8,Orange,Fire dispatcher,Cellophane Square,2000 Mitsubishi Eclipse,SearchRoofers.it,A+,108.5,49.3,3' 2",97,9f6116ee-bf9d-4b94-84a4-79c785ac0fec,45.048802,8.131173
1440,female,Hobbit,Mrs.,Duenna,O,Burrowes,Büsingstrasse 48,Fahrenzhausen,BY,Freistaat Bayern,85777,DE,Germany,DuennaBurrowes@gustr.com,Weepted,zaeri5Oa1g,08133 80 68 59,Gaukrogers,11/7/1952,MasterCard,5445275031156276,501,7/2017,,1Z V73 076 74 8002 808 1,Blue,Nuclear medicine technologist,Piece Goods Fabric,2011 Chevrolet Colorado,JailFood.de,O+,102.5,46.6,3' 11",120,079f2b85-b295-4c4e-820a-1148c4a06bd3,48.342096,11.655775
1441,male,Hobbit,Mr.,Priamus,P,Hogpen,Csabai kapu 41.,Budapest,BU,Budapest,1064,HU,Hungary,PriamusHogpen@gustr.com,Thic1930,Ooya5de0vae,(1) 712-2220,Smallburrow,1/6/1930,Visa,4916475120180103,578,7/2018,,1Z 248 62F 87 0043 174 8,Blue,Perianesthesia nurse,Omni Source,1999 Nissan Cima,GuardianCard.hu,A+,137.3,62.4,3' 4",101,a27952c4-ca83-421f-8ed4-5e6de859dc3a,47.585359,19.152801
1442,male,Hobbit,Mr.,Mat,D,Twofoot,Norrbyvägen 86,UUSIKAUPUNKI,VS,Varsinais-Suomi,23520,FI,Finland,MatTwofoot@cuvox.de,Baddirity,thue6Med,050 446 2545,Oldbuck,5/16/1982,Visa,4532424712370205,289,1/2018,160582-063J,1Z 949 295 25 0625 207 7,Green,Surgeon,Maloley's Finer Foods,2003 Cadillac Catera,CakeDeveloper.fi,O+,142.1,64.6,2' 10",86,61848419-6525-4d2e-b892-541570530bdb,60.849329,21.352255
1443,female,Hobbit,Mrs.,Mentha,O,Sandheaver,198 Kolokotroni Str.,Aradippou,LA,Larnaca,7102,CY,Cyprus (Anglicized),MenthaSandheaver@dayrep.com,Knopor94,wu6eeRooWoh,95 920996,Gamgee,12/14/1994,MasterCard,5393074231024604,333,3/2020,,1Z 9V2 160 78 5266 553 1,Brown,Floor broker,FlowerTime,2003 Bentley Continental,MathEnthusiast.com.cy,B+,122.3,55.6,3' 6",107,bfa37f64-a0e9-4945-920e-c425d0ebe9c6,41.368735,-72.833139
1444,male,Hobbit,Mr.,Mungo,D,Zaragamba,Per Aas gate 115,HARSTAD,,,9404,NO,Norway,MungoZaragamba@jourrapide.com,Damitish,ohl3Me9aph0kaZ,434 00 828,Fairbairn,5/18/1991,Visa,4929830026006031,090,2/2018,,1Z 187 W51 38 4849 648 4,Black,Streetcar operator,Komerci,2010 Bentley Continental Supersports,PicBroker.no,B+,134.6,61.2,2' 2",67,1df82386-802d-4948-84a9-33016ea1db82,68.764959,16.607843
1445,female,Hobbit,Mrs.,Belladonna,F,Sandheaver,Kárpát u. 45.,Ganna,VE,Veszprém,8597,HU,Hungary,BelladonnaSandheaver@rhyta.com,Fookistand,daey0deBu2,(89) 120-450,Brockhouse,12/23/1967,Visa,4716172509112904,325,10/2019,,1Z V09 F16 25 3097 720 5,Orange,Refractory materials repairer,Gemco,2001 Dodge Hemi Super 8,CreativeBankings.hu,B+,123.4,56.1,2' 4",71,37f2b49f-ae10-4852-a787-83a70405b3b7,47.220567,17.492702
1446,male,Hobbit,Mr.,Valdemar,F,Brandybuck,Hagaskog 77,NORSHOLM,,,610 21,SE,Sweden,ValdemarBrandybuck@cuvox.de,Thisposs,hudiec7iNg,011-2311933,Sandyman,1/13/1940,Visa,4929581145249966,361,4/2018,400113-7019,1Z 199 888 72 4268 989 9,Blue,Cooperative manager,Avant Garde Appraisal Group,2004 Cadillac DeVille,PrimaryPlans.se,A+,116.4,52.9,2' 4",71,73036e43-4014-47c5-8359-6d98a48160c6,58.468586,15.977248
1447,female,Hobbit,Mrs.,Yolanda,L,Goodchild,Király u. 37.,Gerendás,BE,Békés,5925,HU,Hungary,YolandaGoodchild@fleckens.hu,Appirace58,bi8mi5Tha,(66) 456-860,Gammidge,7/20/1958,MasterCard,5450591983019011,713,8/2017,,1Z 153 79V 83 9478 516 4,Blue,Statistical assistant,Asian Fusion,2012 Tata Nano,EmailRemedy.hu,O+,124.1,56.4,3' 2",96,8517dc17-db92-4c13-a9aa-ad77d0b84603,46.665026,20.867426
1448,female,Hobbit,Mrs.,Pervinca,C,Twofoot,40 Cambridge Road,NORBURY,,,SY13 9EH,GB,United Kingdom,PervincaTwofoot@fleckens.hu,Thenertabou,eiT5Oowi1h,078 0781 5723,Underhill,4/28/1981,Visa,4556054246757147,994,6/2020,ZG 41 16 21 C,1Z 515 8E8 55 8557 812 2,Blue,Office machine operator,Pay 'N Pak,2000 Mazda MX-5 Miata,BumShake.co.uk,B+,117.9,53.6,3' 8",113,0f976f62-751c-4f23-8340-30e918fcd354,52.475694,-2.868708
1449,female,Hobbit,Ms.,Diamond,F,Boffin,170 Maning Lane,Oriental Bay,,Wellington,6011,NZ,New Zealand,DiamondBoffin@jourrapide.com,Suir1971,eeSei3ten,(028) 5174-359,Tunnelly,9/23/1971,Visa,4532366693510236,883,3/2016,,1Z 200 18V 22 4810 703 4,Purple,Coil taper,Gottschalks,2012 Volkswagen GTI,SeekSigns.co.nz,O+,143.2,65.1,3' 5",104,35370b8a-6a84-4d7c-8ae9-08bdc61a9f44,-41.372195,174.856246
1450,female,Hobbit,Mrs.,Rhoda,P,Goodbody,Majaka 14,Väljaküla,PR,Pärnumaa,86215,EE,Estonia,RhodaGoodbody@armyspy.com,Hartur,eeV6aeM9,442 9977,Burrows,2/21/1972,Visa,4539601582406846,565,3/2016,,1Z 425 F32 65 3290 508 1,Blue,Mental health aide,Sun Television and Appliances,2007 Renault Twingo,DeluxeShows.com.ee,A+,141.0,64.1,2' 4",70,6c36b733-2a3a-476a-896f-a426b5fee18c,58.062303,24.988975
1451,female,Hobbit,Mrs.,Nora ,B,Bolger-Baggins,Πάνου 212,ΛΕΜΕΣΟΣ,LI,Λεμεσός,3013,CY,Cyprus (Greek),NoraBolger-Baggins@einrot.com,Trompair,ohn7Eit0yu,25 456493,Banks,4/7/1948,MasterCard,5429129537825316,508,9/2019,,1Z 797 789 31 7993 843 2,Blue,Vocational education teacher,Hollywood Video,2007 Bentley Continental GTC,TropicalCloud.com.cy,B+,119.9,54.5,3' 3",98,6acf80a6-7512-456e-b179-52ad7871a9fb,41.275872,-72.925183
1452,male,Hobbit,Mr.,Isengar,F,Button,Lavalleja 18,Santa Ana,CA,Canelones,70000,UY,Uruguay,IsengarButton@rhyta.com,Contly1943,uFing5ei,9641 3240,Sandyman,6/3/1943,MasterCard,5511156325505783,042,7/2019,,1Z 27W 4E6 02 9343 314 0,Green,Human resources representative,Lawn N' Order Garden Care,1996 Hyundai Pony,TestingErrors.uy,O-,125.4,57.0,3' 1",94,dc0700cf-2a7b-4744-8b6e-82f3033d1d11,-34.509234,-56.008976
1453,female,Hobbit,Mrs.,Belinda,H,Baggins,Lönnrotinkatu 91,SALO,VS,Varsinais-Suomi,24007,FI,Finland,BelindaBaggins@gustr.com,Fareve,Chae0ooM,040 548 0904,Banks,4/1/1936,MasterCard,5161409991773349,147,10/2018,010436-408A,1Z 489 462 82 9423 945 1,Purple,Electronic home entertainment equipment repairer,Thalhimers,2007 Lancia Musa,Proor.fi,B+,112.9,51.3,3' 1",94,83e1fa16-3e0a-43e8-aef0-7393d04d9057,60.448616,23.132079
1454,female,Hobbit,Mrs.,Salvia,B,Boffin,Budaörsi út 69.,Dombrád,SZ,Szabolcs-Szatmár-Bereg,4492,HU,Hungary,SalviaBoffin@fleckens.hu,Younifen,Lie8eingei,(45) 724-580,Underhill,1/7/1944,Visa,4916792793158129,983,11/2018,,1Z 672 26Y 21 4493 175 3,Blue,Paleontologist,Roberd's,1995 BMW S3,CookingMatch.hu,B+,137.3,62.4,3' 0",92,528fd832-5b87-4143-bbfb-7d354f4f0e06,48.255351,21.927288
1455,male,Hobbit,Mr.,Minto,R,Diggle,811 Mark Street,Pietersburg,LI,Limpopo,0718,ZA,South Africa,MintoDiggle@rhyta.com,Junter,Theic4zoonei,083 430 1759,Banks,11/23/1943,Visa,4556720588137797,157,10/2019,,1Z 054 63F 54 8863 387 9,Green,University faculty,Childs Restaurants,1999 Renault Grand Espace,PuppySkin.co.za,O+,126.1,57.3,2' 4",71,c5b1408a-8833-46e7-9fa0-43e9d2db4359,-23.024933,28.960653
1456,female,Hobbit,Ms.,Selina,T,Oldbuck,37 Hindhead Road,EAKRING,,,NG22 6WD,GB,United Kingdom,SelinaOldbuck@einrot.com,Enty1967,ETh7aequ7,079 4704 7675,Gawkroger,1/29/1967,Visa,4929271985328423,747,2/2016,HX 87 68 11 D,1Z Y77 071 72 9130 386 5,Purple,Marriage and family therapist,Practi-Plan,1995 Rolls-Royce Silver Spirit,CandyDash.co.uk,A-,117.3,53.3,3' 5",103,c94582c4-e246-4f0d-ac3e-4684d5d4cc82,53.172563,-0.999573
1457,male,Hobbit,Mr.,Hildibrand,R,Oldbuck,Kolodvorska 53,Krška vas,,,8262,SI,Slovenia,HildibrandOldbuck@armyspy.com,Naloct,aifeir4S,040-986-020,Lothran,8/4/1993,MasterCard,5315572716698177,999,3/2018,,1Z 213 E30 92 3174 522 0,Green,Science technician,Central Hardware,2010 SsangYong Rexton,ComfyStore.si,O+,110.0,50.0,2' 8",82,fa2de2b2-451e-4555-af5a-9d525b4a62be,45.952053,15.631936
1458,female,Hobbit,Mrs.,Rhoda,P,Longhole,Löberöd 96,FALKÖPING,,,521 21,SE,Sweden,RhodaLonghole@einrot.com,Herears,He0Iew2rio,0515-9554053,Rumble,10/11/1994,MasterCard,5587915531849353,358,5/2020,941011-5621,1Z 7Y1 92V 77 9615 573 1,Yellow,Arc cutter,Netaid,2009 Seat Altea,TennisCampus.se,B+,100.1,45.5,2' 7",79,f906a3c5-06b7-49f1-a2f0-5aae32acc5f9,58.157168,13.633173
1459,male,Hobbit,Mr.,Dinodas,M,Twofoot,Colón 82,Chuy,RO,Rocha,27100,UY,Uruguay,DinodasTwofoot@cuvox.de,Negarace,zou5Iesh,9123 5845,Puddifoot,2/10/1946,MasterCard,5351948928872963,556,6/2018,,1Z 528 095 12 2362 363 8,Red,Conservator,Consumers Food and Drug,2006 Pontiac Vibe,BloggerLookup.uy,AB+,141.0,64.1,2' 4",70,a832879f-ee71-4cfd-ba62-e010c3d9b279,-33.679887,-53.582999
1460,male,Hobbit,Mr.,Hobson,R,Headstrong,Faaborgvej 21,København V,SJ,Region Sjælland,1575,DK,Denmark,HobsonHeadstrong@armyspy.com,Densicke,AiPia4ieChu,27-49-45-46,Sackville,8/12/1993,Visa,4929217490579554,845,2/2020,120893-2515,1Z F53 284 83 9410 676 9,Brown,Electronic data processor,Montana's Cookhouse,2002 Suzuki Aerio,CableTape.dk,A+,101.0,45.9,2' 0",62,11c64e5f-3c82-4cf5-be06-f5c4ec1e00c1,55.687436,12.652325
1461,female,Hobbit,Mrs.,Jasmine,D,Rumble,Paju 37,Kolga,VR,Võrumaa,66239,EE,Estonia,JasmineRumble@einrot.com,Andill,gie9Toh8Fuoph,788 7999,Maggot,7/30/1946,Visa,4929312863565718,846,6/2018,,1Z W57 4W5 95 5030 083 5,Blue,Gaming investigator,Omni Tech,2000 BMW 750,AirPreview.com.ee,A+,103.0,46.8,2' 6",77,523da427-3e3c-4968-889d-49208b1f9347,59.395064,25.603284
1462,male,Hobbit,Mr.,Tomacca,R,Gawkroger,Tyršova 1000,Trebon,JC,Jihoceský kraj,379 01,CZ,Czech Republic,TomaccaGawkroger@gustr.com,Phourand,eeD0shotoushai,399 670 870,Sandyman,5/21/1940,Visa,4485792376328538,059,1/2016,,1Z F63 V84 64 8172 553 2,Blue,Mechanical drafter,Keeney's,2007 Volkswagen Eos,BakeryReview.cz,B+,102.1,46.4,2' 10",86,649479d3-aff4-41d8-8496-7d01ac290a9a,49.048239,14.872962
